geo_level,geo_name,pct_black_alone,reason_for_unemployment,population_group,race_or_ethnicity,unemployed_population_per_100_people,quartiles_action_race,bls_year,acs_year
state,New Mexico,2.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Mexico,2.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,New Mexico,2.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Mexico,2.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,New Mexico,2.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,New York,14.7,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.102,26-50% of geographies,2024,2023
state,New York,14.7,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.444,51-75% of geographies,2024,2023
state,New York,14.7,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.963,51-75% of geographies,2024,2023
state,New York,14.7,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.239,Bottom 25% of geographies,2024,2023
state,New York,14.7,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.64,51-75% of geographies,2024,2023
state,New York,14.7,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.64,Top 25% of geographies,2024,2023
state,North Carolina,20.6,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.505,Top 25% of geographies,2024,2023
state,North Carolina,20.6,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.892,26-50% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.23,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.607,51-75% of geographies,2024,2023
state,North Carolina,20.6,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.689,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.092,Bottom 25% of geographies,2024,2023
state,North Dakota,3.2,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,North Dakota,3.2,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.967,26-50% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.967,26-50% of geographies,2024,2023
state,Ohio,12.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,4.632,51-75% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.659,51-75% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.484,Top 25% of geographies,2024,2023
state,Ohio,12.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.484,Bottom 25% of geographies,2024,2023
state,Ohio,12.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.728,Top 25% of geographies,2024,2023
state,Ohio,12.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.76,Top 25% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.062,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.77,26-50% of geographies,2024,2023
state,Oklahoma,7.1,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.354,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.708,26-50% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.45,51-75% of geographies,2024,2023
state,Oregon,1.9,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.675,51-75% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Oregon,1.9,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Top 25% of geographies,2024,2023
state,Oregon,1.9,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.225,Bottom 25% of geographies,2024,2023
state,Oregon,1.9,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.225,Top 25% of geographies,2024,2023
state,Pennsylvania,10.7,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,2.798,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.215,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.507,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.215,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.072,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.005,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.132,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.566,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,Bottom 25% of geographies,2024,2023
state,Rhode Island,5.8,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,,51-75% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.566,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - On temporary layoff,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.303,Bottom 25% of geographies,2024,2023
state,South Carolina,25.3,Reentrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.138,51-75% of geographies,2024,2023
state,South Carolina,25.3,Job leavers,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.303,Top 25% of geographies,2024,2023
state,South Carolina,25.3,New entrants,Black,Person-level number of unemployed persons per 100 people identifying as Black,0.455,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Total unemployed,Black,Person-level number of unemployed persons per 100 people identifying as Black,3.261,51-75% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - Total,Black,Person-level number of unemployed persons per 100 people identifying as Black,1.365,51-75% of geographies,2024,2023
